Feature,Coefficient,Odds_Ratio,Absolute_Coefficient
cat__City_Rio Dell,0.9254595418264842,2.5230274306278777,0.9254595418264842
cat__City_Twain,0.9239619677725533,2.519251838030805,0.9239619677725533
cat__City_Princeton,0.9131602107062492,2.4921859345105384,0.9131602107062492
cat__City_Carlsbad,0.9131440287382503,2.4921456063637937,0.9131440287382503
cat__Internet_Service_Fiber optic,0.9113896138606536,2.4877771821695416,0.9113896138606536
cat__City_Richmond,0.9028941253827958,2.466731821667754,0.9028941253827958
cat__City_Santa Rosa,0.8942609973297146,2.4455278698897884,0.8942609973297146
cat__City_Myers Flat,0.8922382500833101,2.44058618469993,0.8922382500833101
cat__City_Lucerne,0.887969186890233,2.4301893761556976,0.887969186890233
cat__City_Montague,0.8835971934150785,2.4195877959662964,0.8835971934150785
cat__City_Mather,0.8814002114795303,2.4142778403611667,0.8814002114795303
cat__City_Happy Camp,0.8760237665983379,2.4013324399240075,0.8760237665983379
cat__City_Cupertino,0.8703239541771258,2.387684228527971,0.8703239541771258
cat__City_Fremont,0.86874860359461,2.383925750025638,0.86874860359461
cat__City_Tahoe Vista,0.8596219166080216,2.3622673907770704,0.8596219166080216
cat__City_Trinity Center,0.853949633408448,2.3489058721276694,0.853949633408448
cat__City_Casmalia,0.8489359259041314,2.3371586183845796,0.8489359259041314
cat__City_Woodland,0.8464561423504934,2.3313701509199407,0.8464561423504934
cat__City_Tarzana,0.8459572832609233,2.3302074157736135,0.8459572832609233
cat__City_Seaside,0.8391243075173785,2.3143394395116705,0.8391243075173785
cat__City_Pauma Valley,0.8384660884997273,2.3128165985157167,0.8384660884997273
cat__City_Hat Creek,0.8346700613092228,2.3040537263941383,0.8346700613092228
cat__City_Foothill Ranch,0.8251670875624905,2.2822620710791135,0.8251670875624905
cat__City_Templeton,0.8239587074017477,2.2795058964595474,0.8239587074017477
cat__City_Hood,0.8147037075764598,2.2585063948703574,0.8147037075764598
cat__City_Angelus Oaks,0.8084440592532143,2.244413094672494,0.8084440592532143
cat__City_Lomita,0.8052254699399239,2.2372008635026046,0.8052254699399239
cat__City_Greenfield,0.8047051083927252,2.2360370130376546,0.8047051083927252
cat__City_Orangevale,0.8018512633411938,2.2296648068423472,0.8018512633411938
cat__City_Indian Wells,0.7936117149751059,2.2113688545276786,0.7936117149751059
cat__City_Rio Oso,0.7917328232805207,2.207217832834507,0.7917328232805207
cat__City_Rowland Heights,0.7903294395092253,2.2041224316740995,0.7903294395092253
cat__City_Valyermo,0.7878031761531759,2.1985612653856363,0.7878031761531759
cat__City_South Lake Tahoe,0.7863300625964614,2.195324919318219,0.7863300625964614
cat__City_North Hollywood,0.7834306313204473,2.188968944395107,0.7834306313204473
cat__City_Mission Hills,0.7829752896292217,2.1879724424655804,0.7829752896292217
cat__City_Angwin,0.782251145819315,2.1863886092958267,0.782251145819315
cat__City_San Bernardino,0.7621985427628106,2.1429824837711338,0.7621985427628106
cat__City_Miranda,0.7608757367932177,2.1401496078345525,0.7608757367932177
cat__City_Costa Mesa,0.7567265162943465,2.13128805219862,0.7567265162943465
cat__City_Adelanto,0.7542830973819213,2.1260867796956147,0.7542830973819213
cat__City_Quincy,0.7536082776801801,2.124652538430623,0.7536082776801801
cat__City_Sanger,0.7528610629181599,2.12306555967056,0.7528610629181599
cat__City_Yorba Linda,0.7495009046798098,2.115943695435946,0.7495009046798098
cat__City_South Dos Palos,0.7484021535241323,2.1136200766284285,0.7484021535241323
cat__City_Pico Rivera,0.7480464803113079,2.1128684522593346,0.7480464803113079
cat__City_Hayfork,0.7375615554649395,2.0908309181600564,0.7375615554649395
cat__City_Buena Park,0.7368993623662042,2.089446842668624,0.7368993623662042
cat__City_Fort Bidwell,0.732708400392962,2.0807083744901282,0.732708400392962
cat__City_Lakewood,0.7213656365323748,2.057240736283129,0.7213656365323748
cat__City_Hayward,0.7213538257779264,2.057216438861437,0.7213538257779264
cat__City_Visalia,0.7161005336356376,2.046437616847329,0.7161005336356376
cat__City_Cotati,0.7147939383468254,2.0437654971679513,0.7147939383468254
cat__City_Travis Afb,0.7144115905941295,2.042984217392873,0.7144115905941295
cat__City_Camp Nelson,0.7123327600730093,2.0387416108055025,0.7123327600730093
cat__City_Bellflower,0.7121375788456769,2.0383437255468215,0.7121375788456769
cat__City_Madera,0.7087493601648187,2.0314490581742213,0.7087493601648187
cat__City_Ocotillo,0.7072086898821367,2.0283216747314894,0.7072086898821367
cat__City_Corning,0.7057968109984413,2.025459950868721,0.7057968109984413
cat__City_North Hills,0.7006173539637431,2.0149962895120863,0.7006173539637431
cat__City_Jamul,0.6989750211564763,2.011689710993714,0.6989750211564763
cat__City_Greenwood,0.6971105958051866,2.0079425599247833,0.6971105958051866
cat__City_Shaver Lake,0.6952190353453018,2.0041480051190366,0.6952190353453018
cat__City_Seiad Valley,0.6912313527706611,1.9961720124747229,0.6912313527706611
cat__City_Strawberry Valley,0.6909447218602939,1.995599929865734,0.6909447218602939
cat__City_Big Bend,0.6898906737918719,1.9934975797979757,0.6898906737918719
cat__City_Dunnigan,0.6887761126470645,1.991276942601115,0.6887761126470645
cat__City_Tipton,0.6875398430980214,1.9888167086227853,0.6875398430980214
cat__City_Elverta,0.6874685362597892,1.9886748974475832,0.6874685362597892
cat__City_Wrightwood,0.6872931869675091,1.9883262152832193,0.6872931869675091
cat__City_Pearblossom,0.677203415245443,1.9683653274034396,0.677203415245443
cat__City_Palm Desert,0.6736941693204602,1.9614699552539434,0.6736941693204602
cat__City_Port Costa,0.671156552958412,1.956498807102909,0.671156552958412
cat__City_Lewiston,0.6688076305865219,1.9519085364895405,0.6688076305865219
cat__City_Long Beach,0.6673226117032035,1.949012066642846,0.6673226117032035
cat__City_Niland,0.6654085798317874,1.9452851632732306,0.6654085798317874
cat__City_Glen Ellen,0.6632916045194732,1.9411713985127381,0.6632916045194732
cat__City_Huntington Beach,0.6622125585945696,1.9390779151111275,0.6622125585945696
cat__City_Miramonte,0.6584015418692747,1.9317021203107372,0.6584015418692747
cat__City_Lancaster,0.6581272073014155,1.9311722603271069,0.6581272073014155
cat__City_Sausalito,0.6519798380891262,1.9193370464163368,0.6519798380891262
cat__City_Hydesville,0.6516019692712938,1.9186119258044476,0.6516019692712938
cat__City_White Water,0.6509580782837057,1.9173769465154282,0.6509580782837057
cat__City_Del Mar,0.6507916299776839,1.9170578289297031,0.6507916299776839
cat__City_Portola Valley,0.649876898195354,1.9153050369944806,0.649876898195354
cat__City_Rescue,0.6493759445453539,1.9143457982324745,0.6493759445453539
cat__City_Highland,0.6435445585756118,1.9032149945515902,0.6435445585756118
cat__City_Guatay,0.6411405998117723,1.8986452391384787,0.6411405998117723
cat__City_Huntington Park,0.6411386818061761,1.8986415975297772,0.6411386818061761
cat__City_Summerland,0.6314303003326932,1.8802980477859341,0.6314303003326932
cat__City_Heber,0.6308765225510891,1.8792570687664056,0.6308765225510891
cat__City_Landers,0.6300887662946227,1.877777255195702,0.6300887662946227
cat__City_Bolinas,0.6282575616326304,1.874341807196011,0.6282575616326304
cat__City_Santa Clarita,0.6264505994882367,1.870958000630646,0.6264505994882367
cat__City_La Habra,0.6219815525203634,1.8626152573919625,0.6219815525203634
cat__City_El Cajon,0.618284638066211,1.8557420407993894,0.618284638066211
cat__City_Alpaugh,0.6172065472145782,1.8537424603405859,0.6172065472145782
cat__City_Caspar,0.6138981706425192,1.8476197159708123,0.6138981706425192
cat__City_Badger,0.610917260973476,1.842120329154641,0.610917260973476
cat__City_Lynwood,0.60734469092918,1.835550966989159,0.60734469092918
cat__City_Point Arena,0.6055165730602764,1.832198428818277,0.6055165730602764
cat__City_Palmdale,0.6008899382254713,1.8237410953263946,0.6008899382254713
cat__City_South Pasadena,0.5995459463441878,1.821291648487751,0.5995459463441878
cat__City_Old Station,0.5985017392680079,1.819390835454538,0.5985017392680079
cat__City_Plymouth,0.5961247461096605,1.8150712916831184,0.5961247461096605
cat__City_Biola,0.5903154758695847,1.8045576199923616,0.5903154758695847
cat__City_Gualala,0.5857930423587592,1.796415054123783,0.5857930423587592
cat__City_Dinuba,0.5852623012434426,1.795461875762234,0.5852623012434426
cat__City_Clayton,0.5847502843582348,1.7945428042752358,0.5847502843582348
cat__City_El Monte,0.5832744428389787,1.7918962968897092,0.5832744428389787
cat__City_Pinole,0.5821209529015953,1.7898305541781738,0.5821209529015953
cat__City_Bodfish,0.5784243793061987,1.7832265274668915,0.5784243793061987
cat__City_Cassel,0.5768707959643646,1.780458287341765,0.5768707959643646
cat__City_Maricopa,0.5699690101952738,1.7682122540321923,0.5699690101952738
cat__City_Stevenson Ranch,0.5597861045150033,1.7502980793974772,0.5597861045150033
cat__City_Columbia,0.5587246308601838,1.748441169802775,0.5587246308601838
cat__City_Venice,0.550409302560592,1.733962587970286,0.550409302560592
cat__City_Belmont,0.5493825010752873,1.7321830663735538,0.5493825010752873
cat__City_Terra Bella,0.5475504589655816,1.729012539210665,0.5475504589655816
cat__City_San Rafael,0.5463074848927056,1.7268647565483548,0.5463074848927056
cat__City_Marina Del Rey,0.543186658856458,1.7214839127609858,0.543186658856458
cat__City_Beaumont,0.542093817832894,1.7196036321307546,0.542093817832894
cat__City_Alpine,0.5382651946622836,1.713032505032071,0.5382651946622836
cat__City_Fawnskin,0.5377300055762813,1.7121159540173374,0.5377300055762813
cat__City_Bridgeville,0.5375044118183964,1.711729754909028,0.5375044118183964
cat__City_Homeland,0.5373733542081057,1.7115054343976623,0.5373733542081057
cat__City_Corona Del Mar,0.5322586357290111,1.7027739145930814,0.5322586357290111
cat__City_Susanville,0.5264129164945318,1.692849013723683,0.5264129164945318
cat__City_Sierra City,0.5218322822640593,1.6851124243550004,0.5218322822640593
cat__City_Annapolis,0.5216624358947612,1.6848262384323727,0.5216624358947612
cat__City_Pomona,0.5209172879126481,1.6835712611905416,0.5209172879126481
cat__City_San Diego,0.5177494279515281,1.6782463818895703,0.5177494279515281
cat__City_Walnut,0.5170495552711446,1.6770722340208684,0.5170495552711446
cat__City_Oceanside,0.5157749415846059,1.6749359765388043,0.5157749415846059
cat__City_Lemon Cove,0.5132697776743533,1.670745238812552,0.5132697776743533
cat__City_Rosemead,0.5127935842273285,1.6699498302773783,0.5127935842273285
cat__City_Mendota,0.5036433894037736,1.6547391604084403,0.5036433894037736
cat__City_Lathrop,0.5030539199728381,1.6537640296903184,0.5030539199728381
cat__City_Tecopa,0.4970164319471609,1.6438095294894721,0.4970164319471609
cat__City_Trinidad,0.4947711629563962,1.6401228752401922,0.4947711629563962
cat__City_Pismo Beach,0.49392029690321365,1.6387279438966231,0.49392029690321365
cat__City_Deer Park,0.49370734858336923,1.6383790166873382,0.49370734858336923
cat__City_San Anselmo,0.4933869589123062,1.6378541810535527,0.4933869589123062
cat__City_Parker Dam,0.49294370921953296,1.637128363562067,0.49294370921953296
cat__City_Riverdale,0.492874673522087,1.6370153471648077,0.492874673522087
cat__City_Crescent City,0.49211579721092547,1.63577352625067,0.49211579721092547
cat__City_Adin,0.4906574860297029,1.633389797958652,0.4906574860297029
cat__City_Coronado,0.4862253862217908,1.6261664704274432,0.4862253862217908
cat__City_Port Hueneme,0.4810559867288423,1.6177818566804039,0.4810559867288423
cat__City_Monrovia,0.47626943505752584,1.6100567632590768,0.47626943505752584
cat__City_Coalinga,0.4722701756946481,1.6036305872112715,0.4722701756946481
cat__City_Olema,0.47128560144667003,1.602052470845684,0.47128560144667003
cat__City_Lodi,0.4707906777302637,1.601259773261533,0.4707906777302637
cat__City_Sherman Oaks,0.46958320052704394,1.5993274554385242,0.46958320052704394
cat__City_Wendel,0.4677285666693857,1.5963640374672683,0.4677285666693857
cat__City_Richgrove,0.45903792044958397,1.5825507126792393,0.45903792044958397
cat__City_Oak Run,0.45572696780986405,1.5773196269369505,0.45572696780986405
cat__City_Fort Jones,0.45506928678438563,1.5762825948027583,0.45506928678438563
cat__City_Korbel,0.45371897019368385,1.5741555506780434,0.45371897019368385
cat__City_Igo,0.4500281432616493,1.5683563235314442,0.4500281432616493
cat__City_San Jose,0.4480626663426258,1.565276782751282,0.4480626663426258
cat__City_Etna,0.4398717296608321,1.5525080650028062,0.4398717296608321
cat__City_Yosemite National Park,0.43981642478583277,1.5524222061125652,0.43981642478583277
cat__City_Glendale,0.4382997674871484,1.5500694982198082,0.4382997674871484
cat__City_Byron,0.43806009360549314,1.5496980315635402,0.43806009360549314
cat__City_Santee,0.43558008502098755,1.5458595288690622,0.43558008502098755
cat__City_Dunsmuir,0.43527811719314236,1.5453927994971497,0.43527811719314236
cat__Payment_Method_Electronic check,0.43518970650572025,1.5452561762969736,0.43518970650572025
cat__City_Marina,0.43500417828341537,1.544969514258351,0.43500417828341537
cat__City_Guinda,0.4310972576512085,1.5389452168757525,0.4310972576512085
cat__City_Desert Center,0.4271105008796835,1.5328220305489182,0.4271105008796835
cat__City_Ludlow,0.4242213999305004,1.5283999439686928,0.4242213999305004
cat__City_Folsom,0.4236933907209954,1.5275931477391342,0.4236933907209954
cat__City_Walnut Grove,0.42276586286643786,1.526176919441305,0.42276586286643786
cat__City_Weaverville,0.42227640037309716,1.5254300958670106,0.42227640037309716
cat__City_Homewood,0.4195519494939668,1.5212797927169877,0.4195519494939668
num__Total_Charges,0.4184878676853493,1.5196618875081493,0.4184878676853493
cat__City_Shoshone,0.41787123014291244,1.5187250957966547,0.41787123014291244
cat__City_Challenge,0.41717285346789423,1.517664823891663,0.41717285346789423
cat__City_Carmel,0.4168431587593342,1.5171645403048157,0.4168431587593342
cat__City_Fulton,0.41654825363628184,1.5167171866760472,0.41654825363628184
cat__City_Tranquillity,0.4070782079118528,1.5024216023235466,0.4070782079118528
cat__City_Campo,0.4049805495336555,1.499273338207556,0.4049805495336555
cat__City_Rancho Cordova,0.4048573351164728,1.4990886174973523,0.4048573351164728
cat__City_Ventura,0.39851467298996474,1.4896104949382467,0.39851467298996474
cat__City_Silverado,0.39522433497286147,1.4847172275625866,0.39522433497286147
cat__City_Apple Valley,0.3944511373056815,1.4835696913591407,0.3944511373056815
cat__City_San Luis Obispo,0.3932139702380807,1.4817354026892289,0.3932139702380807
cat__City_Sacramento,0.3926909358024268,1.4809606066892522,0.3926909358024268
cat__City_Los Alamos,0.3926719079618432,1.4809324274750133,0.3926719079618432
cat__City_Pinecrest,0.38994789407672104,1.4769038364396987,0.38994789407672104
cat__City_Tahoma,0.3895861908938554,1.476369732220693,0.3895861908938554
cat__City_Aptos,0.38464262384575326,1.469089210163435,0.38464262384575326
cat__City_Sierra Madre,0.38292605508291694,1.466569580692767,0.38292605508291694
cat__City_Dobbins,0.37851273061015484,1.4601113947886408,0.37851273061015484
cat__City_Long Barn,0.378301177434339,1.4598025362571818,0.378301177434339
cat__City_Thermal,0.3774281062447137,1.4585285809280042,0.3774281062447137
cat__City_Orosi,0.37677294747775963,1.4575733260973136,0.37677294747775963
cat__City_San Mateo,0.37402678930893485,1.453576090234207,0.37402678930893485
cat__City_Soulsbyville,0.37158102684773353,1.4500253323233956,0.37158102684773353
cat__City_Comptche,0.369521553121671,1.4470421162313565,0.369521553121671
cat__City_Corcoran,0.3654399570675716,1.4411479119030315,0.3654399570675716
cat__City_Nice,0.36293038740724615,1.4375357851648602,0.36293038740724615
cat__City_Loomis,0.3601674439463726,1.4335694369885568,0.3601674439463726
cat__City_New Cuyama,0.3599335981024857,1.433234241927307,0.3599335981024857
cat__City_Davis,0.3574565179456378,1.4296883993077956,0.3574565179456378
cat__City_Fairfield,0.3549733643224813,1.4261426674993933,0.3549733643224813
cat__City_Trabuco Canyon,0.353855485749099,1.4245493039282366,0.353855485749099
cat__City_Delano,0.35347352182624825,1.424005281392919,0.35347352182624825
cat__City_Santa Ana,0.35184203841514694,1.4216839345333536,0.35184203841514694
cat__City_Solana Beach,0.351763755614891,1.4215726454899453,0.351763755614891
cat__City_Lafayette,0.3512405156218164,1.4208290163939714,0.3512405156218164
cat__City_Honeydew,0.3496143367862948,1.4185203719617332,0.3496143367862948
cat__City_Alturas,0.34718940481517185,1.4150847238500996,0.34718940481517185
cat__City_Jolon,0.3440110833206031,1.4105942694895697,0.3440110833206031
cat__City_Ontario,0.3436893046499552,1.41014044336041,0.3436893046499552
cat__City_Elk,0.34365013008179396,1.410085202799514,0.34365013008179396
cat__City_Bonita,0.34015836383236264,1.405170101066647,0.34015836383236264
cat__City_Willows,0.33923463545980537,1.4038727048891053,0.33923463545980537
cat__City_Hume,0.3391526673636032,1.4037576368321947,0.3391526673636032
cat__City_Dublin,0.33806468274488405,1.4022312006350353,0.33806468274488405
cat__City_Burney,0.3377614203811171,1.4018060211603076,0.3377614203811171
cat__City_Blue Lake,0.33487870321553,1.3977708298323284,0.33487870321553
cat__City_Atwater,0.33229749668076525,1.3941675470414157,0.33229749668076525
cat__City_Larkspur,0.3318244417389033,1.3935081851629976,0.3318244417389033
cat__City_La Grange,0.33122618230743184,1.392674755076954,0.33122618230743184
cat__City_Walnut Creek,0.33082011894580643,1.3921093556860142,0.33082011894580643
cat__Paperless_Billing_Yes,0.3279546866505333,1.3881260702225477,0.3279546866505333
cat__City_Los Angeles,0.3275639418240298,1.3875837730988712,0.3275639418240298
cat__City_Live Oak,0.3242951852618661,1.3830555044708572,0.3242951852618661
cat__City_Campbell,0.32382247497839023,1.3824018744122724,0.32382247497839023
cat__City_The Sea Ranch,0.3214841321177008,1.3791731212957303,0.3214841321177008
cat__City_Riverbank,0.3204405278132586,1.3777345610641625,0.3204405278132586
cat__City_Mount Laguna,0.31911725113038614,1.3759126427611805,0.31911725113038614
cat__City_Bodega Bay,0.31649294895231345,1.3723065660030658,0.31649294895231345
cat__City_Mc Kittrick,0.31628887410879025,1.3720265413293105,0.31628887410879025
cat__City_Panorama City,0.31416632159482005,1.3691174314062522,0.31416632159482005
cat__City_Glencoe,0.31091421004234776,1.3646721409988956,0.31091421004234776
cat__City_Canyon Dam,0.3106738505615366,1.364344168528833,0.3106738505615366
cat__Multiple_Lines_Yes,0.31031416717589866,1.3638535248426018,0.31031416717589866
cat__City_Avery,0.3102989223005228,1.3638327332240678,0.3102989223005228
cat__City_Crows Landing,0.30890450428090926,1.3619323055883243,0.30890450428090926
cat__City_Albany,0.3084370349022591,1.361295792726395,0.3084370349022591
cat__City_Whitmore,0.30756170043540676,1.360104724966822,0.30756170043540676
cat__City_Pasadena,0.30677235289495536,1.3590315532558603,0.30677235289495536
cat__City_Pala,0.30556770734282945,1.357395387637712,0.30556770734282945
cat__City_Dulzura,0.30429452021567693,1.3556682690096233,0.30429452021567693
cat__City_Mojave,0.30401217455591567,1.3552855559890151,0.30401217455591567
cat__City_Big Sur,0.30162595336448067,1.352055400340521,0.30162595336448067
cat__City_Winnetka,0.3009985731942279,1.3512074136261032,0.3009985731942279
cat__Streaming_TV_Yes,0.2994752851682782,1.3491507024318201,0.2994752851682782
cat__City_Colton,0.29391909885235207,1.3416753562001358,0.29391909885235207
cat__City_Agoura Hills,0.2932363081720157,1.3407595854463312,0.2932363081720157
cat__Streaming_Movies_Yes,0.29278120737113494,1.3401495435110218,0.29278120737113494
cat__City_Piercy,0.2914935284228982,1.3384249717420296,0.2914935284228982
cat__City_Keene,0.29067530150583215,1.3373302843161097,0.29067530150583215
cat__City_Murphys,0.290131561471829,1.3366033219590214,0.290131561471829
cat__City_Fair Oaks,0.2871951080380332,1.3326842055122383,0.2871951080380332
cat__City_Marshall,0.28703703585786267,1.3324735618632833,0.28703703585786267
cat__City_Nevada City,0.28267696248006696,1.326676526293399,0.28267696248006696
cat__City_Nipomo,0.2801706676677182,1.323355647087394,0.2801706676677182
cat__City_Lee Vining,0.2779116888646268,1.3203695887227649,0.2779116888646268
cat__City_Angels Camp,0.2770371558993173,1.3192153867584298,0.2770371558993173
cat__City_Holtville,0.27668889566553834,1.318756036490791,0.27668889566553834
cat__City_Somis,0.2757912601029667,1.3175728053087237,0.2757912601029667
cat__Partner_Yes,0.27441433576543484,1.3157598556802912,0.27441433576543484
cat__City_Sylmar,0.2726002831359906,1.31337516168854,0.2726002831359906
cat__City_Trona,0.27210522175489965,1.3127251212853304,0.27210522175489965
cat__City_Turlock,0.2709562204034897,1.3112176645477038,0.2709562204034897
cat__City_Winton,0.26976781868056793,1.3096603367648245,0.26976781868056793
cat__City_Maxwell,0.269174476273134,1.3088834902384727,0.269174476273134
cat__City_Chatsworth,0.268517340716917,1.308023658901905,0.268517340716917
cat__City_Hawaiian Gardens,0.2680675260839072,1.307435423028278,0.2680675260839072
cat__City_San Bruno,0.26768150346109204,1.3069308207773274,0.26768150346109204
cat__City_Moorpark,0.2670244752541603,1.306072412393709,0.2670244752541603
cat__City_Jamestown,0.26642323638175947,1.3052873869067751,0.26642323638175947
cat__City_Bayside,0.266301928231772,1.3051290545123666,0.266301928231772
cat__City_Roseville,0.26158556550110795,1.298988085383268,0.26158556550110795
cat__City_Clearlake Oaks,0.2610578608438477,1.2983027841551138,0.2610578608438477
cat__City_Douglas City,0.25317654120444166,1.2881106613702824,0.25317654120444166
cat__City_Montrose,0.25201899691312757,1.2866204788701479,0.25201899691312757
cat__City_Hickman,0.247221765300969,1.2804630435663442,0.247221765300969
cat__City_San Lorenzo,0.24562650737164038,1.2784220031686666,0.24562650737164038
cat__City_Kingsburg,0.24413357948017558,1.2765148352893643,0.24413357948017558
cat__City_Gilroy,0.24335821291564944,1.275525451983894,0.24335821291564944
cat__City_Westwood,0.23958945368738438,1.2707273507890904,0.23958945368738438
cat__City_Rough And Ready,0.23714872373740797,1.2676296303730652,0.23714872373740797
cat__City_Castella,0.23442652583115603,1.2641835841852564,0.23442652583115603
cat__City_Kernville,0.2336109971190036,1.2631530264567479,0.2336109971190036
cat__City_Hathaway Pines,0.23297338167622375,1.2623478772955323,0.23297338167622375
cat__City_Valley Ford,0.23142222016011935,1.2603912897323133,0.23142222016011935
cat__City_Amador City,0.22833719893634719,1.2565089474864803,0.22833719893634719
cat__City_La Palma,0.2276608499961087,1.2556593963203486,0.2276608499961087
cat__City_Lakeport,0.22717772600837677,1.2550529036629376,0.22717772600837677
cat__City_Farmersville,0.22601073669449992,1.2535891246093918,0.22601073669449992
cat__City_Monterey Park,0.2244312910723114,1.2516107115637034,0.2244312910723114
cat__City_Forest Knolls,0.2243751989641173,1.2515405080492035,0.2243751989641173
cat__City_Five Points,0.2236947415839914,1.2506891777538147,0.2236947415839914
cat__City_Pacoima,0.22305915725874395,1.2498945118820155,0.22305915725874395
cat__City_Chino,0.22161882078943473,1.248095539107817,0.22161882078943473
cat__City_Fresno,0.2171666595272052,1.242551167872712,0.2171666595272052
cat__City_Montclair,0.2165209224583339,1.2417490655251282,0.2165209224583339
cat__City_Aguanga,0.21407959443753874,1.2387212461905948,0.21407959443753874
cat__City_Campo Seco,0.21312572086965212,1.2375402260973474,0.21312572086965212
cat__City_Hopland,0.21118190778042972,1.2351370156600647,0.21118190778042972
cat__City_Sun Valley,0.20988286448025528,1.2335335608991438,0.20988286448025528
cat__City_Solvang,0.20925496823284903,1.2327592729169037,0.20925496823284903
cat__City_Pioneer,0.20626649150232526,1.2290806999181338,0.20626649150232526
cat__City_Woody,0.20556146493854627,1.2282144707688245,0.20556146493854627
cat__City_Oxnard,0.20280206644703047,1.224830009297386,0.20280206644703047
cat__City_Inglewood,0.20175741220244497,1.223551153526634,0.20175741220244497
cat__City_Reseda,0.20032660382122497,1.2218017381188826,0.20032660382122497
cat__City_March Air Reserve Base,0.20024606363125286,1.221703337937424,0.20024606363125286
cat__City_Onyx,0.1972726736657164,1.2180761327117067,0.1972726736657164
cat__City_Santa Clara,0.19511259578995388,1.2154478330943255,0.19511259578995388
cat__City_Mill Creek,0.1927959052724113,1.2126352757951697,0.1927959052724113
cat__City_Termo,0.19250928938380105,1.2122877650614652,0.19250928938380105
cat__City_Shasta,0.19191417095944413,1.2115665249097927,0.19191417095944413
cat__City_Likely,0.19125134256104845,1.210763730297462,0.19125134256104845
cat__City_Antioch,0.1900185776841857,1.209272062923054,0.1900185776841857
